ID,category,name,price,link,brand,warranty,chipset_brand,series,Tên,Part-number,chipset,vram,Series,GPU clock,pci_interface,Số lượng đơn vị xử lý,Cổng kết nối,Tản nhiệt,Đầu cấp nguồn,tdp,VR,Kích thước,Đèn LED,Multi-GPU,Mô tả bảo hành,vram_gb,tdp_w,gpu_tier
vga_137,VGA,Card màn hình ASUS Prime Radeon™ RX 9070 OC Edition 16GB GDDR6 16GB GDDR6 (PRIME-RX9070-O16G),19990000,https://phongvu.vn/card-man-hinh-vga-asus-prime-rx9070-o16g--s250300081,Asus,36 tháng,AMD,Radeon RX 9070,Prime Radeon™ RX 9070 OC Edition 16GB GDDR6,PRIME-RX9070-O16G,Radeon RX 9070,16GB  GDDR6 ( 20 Gbps​ / 256-bit ),Prime,,PCI-E 5.0,3584  Stream Processors,"1 x HDMI 2.1 , 3 x DisplayPort 2.1a",Tản nhiệt 3 quạt,2 x 8-pin,650W,không hỗ trợ,312 x 130 x 50 mm,RGB,,,16.0,650.0,budget
vga_138,VGA,Card màn hình ASUS Prime Radeon™ RX 9070 XT OC Edition 16GB GDDR6 16GB GDDR6 (PRIME-RX9070XT-O16G),23990000,https://phongvu.vn/card-man-hinh-vga-asus-prime-rx9070xt-o16g--s250300082,Asus,36 tháng,AMD,Radeon RX 9000 XT,Prime Radeon™ RX 9070 XT OC Edition 16GB GDDR6,PRIME-RX9070XT-O16G,Radeon RX 9070 XT,16GB  GDDR6 ( 20 Gbps​ / 256-bit ),Prime,,PCI-E 5.0,4096  Stream Processors,"1 x HDMI 2.1 , 3 x DisplayPort 2.1a",Tản nhiệt 3 quạt,3 x 8-pin,750W,không hỗ trợ,312 x 130 x 50 mm,,,,16.0,750.0,budget
vga_139,VGA,Card màn hình ASUS TUF Gaming Radeon™ RX 9070 XT OC Edition 16GB GDDR6 16GB GDDR6 (TUF-RX9070XT-O16G-GAMING),23990000,https://phongvu.vn/card-man-hinh-vga-asus-tuf-rx9070xt-o16g-gaming--s250300083,Asus,36 tháng,AMD,Radeon RX 9000 XT,TUF Gaming Radeon™ RX 9070 XT OC Edition 16GB GDDR6,TUF-RX9070XT-O16G-GAMING,Radeon RX 9070 XT,16GB  GDDR6 ( 20 Gbps​ / 256-bit ),TUF,,PCI-E 5.0,4096  Stream Processors,"1 x HDMI 2.1 , 3 x DisplayPort 2.1a",Tản nhiệt 3 quạt,3 x 8-pin,850W,không hỗ trợ,330 x 140 x 62.5 mm,RGB,,,16.0,850.0,budget
vga_140,VGA,Card màn hình Msi RTX 5090 32G VANGUARD SOC LAUNCH EDITION 32GB GDDR7 (G5090-32VGSL),109990000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5090-32g-vanguard-soc-launch-edition--s250204950,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5090 32G VANGUARD SOC LAUNCH EDITION,G5090-32VGSL,GeForce RTX 5090,32GB  GDDR7 ( - Extreme Performance: 2527 MHz (MSI Center) - iBoost: 2512 MHz (GAMING & SILENT Mode) / 512-bit ),,28 Gbps,PCI-E 5.0,21760  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,1000W,,357 x 151 x 76 mm,Có,,,32.0,1000.0,high
vga_141,VGA,Card màn hình Asus TUF Gaming GeForce RTX™ 5090 32GB GDDR7 32GB GDDR7 (TUF-RTX5090-32G-GAMING),109990000,https://phongvu.vn/card-man-hinh-vga-asus-tuf-gaming-geforce-rtxtm-5090-32gb-gddr7-tuf-rtx5090-32g-gaming--s250204646,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,TUF Gaming GeForce RTX™ 5090 32GB GDDR7,TUF-RTX5090-32G-GAMING,GeForce RTX 5090,32GB  GDDR7 ( 28 Gbps / 512-bit ),TUF,OC mode: 2437 MHz -  Default mode: 2407 MHz(Boost clock),PCI-E 5.0,21760  CUDA cores,"2 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,1000W,không hỗ trợ,348 x 146 x 72 mm,ARGB,,,32.0,1000.0,high
vga_142,VGA,Card màn hình ASUS ROG Astral LC GeForce RTX™ 5090 32GB GDDR7 OC Edition (ROG- ASTRAL- LC- RTX5090-O32G-GAMING),125000000,https://phongvu.vn/vga-asus-rog-astral-lc-geforce-rtxtm-5090-32gb-gddr7-oc-edition--s250204647,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,ROG Astral LC GeForce RTX™ 5090 32GB GDDR7 OC Edition,ROG- ASTRAL- LC- RTX5090-O32G-GAMING,GeForce RTX 5090,32GB  GDDR7 ( 28 Gbps / 512-bit ),ROG,OC mode: 2610 MHz - Default mode: 2580 MHz(Boost clock),PCI-E 5.0,21760  CUDA cores,"2 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,1000W,không hỗ trợ,288.46 x 153.7 x 48 mm,ARGB,,,32.0,1000.0,high
vga_143,VGA,Card màn hình ASUS PRIME GeForce RTX™ 5070 12GB GDDR7 12GB GDDR6 (PRIME-RTX5070-12G),23290000,https://phongvu.vn/card-man-hinh-vga-asus-prime-geforce-rtxtm-5070-12gb-gddr7--s250204651,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,PRIME GeForce RTX™ 5070 12GB GDDR7,PRIME-RTX5070-12G,GeForce RTX 5070,12GB  GDDR6 ( 28 Gbps / 192-bit ),Prime,,PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,không hỗ trợ,304 x 126 x 50 mm,,,,12.0,750.0,mid-high
vga_144,VGA,Card màn hình ASUS PRIME GeForce RTX 5070 Ti 16GB GDDR7 (PRIME-RTX5070TI-16G),31490000,https://phongvu.vn/card-man-hinh-vga-asus-prime-geforce-rtx-5070-ti-16gb-gddr7-prime-rtx5070ti-16g--s250204067,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,PRIME GeForce RTX 5070 Ti 16GB GDDR7,PRIME-RTX5070TI-16G,GeForce RTX 5070Ti,16GB  GDDR7 ( 28 Gbps / 256-bit ),Prime,OC mode: 2482MHz - Default mode: 2452MHz (Boost Clock),PCI-E 5.0,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,không hỗ trợ,304 x 126 x 50 mm,,,,16.0,750.0,high
vga_145,VGA,Card màn hình GIGABYTE GeForce RTX 5070 Ti AERO OC 16G 16GB GDDR7 (GV-N507TAERO OC-16GD),35790000,https://phongvu.vn/vga-gigabyte-geforce-rtx-5070-ti-aero-oc-16g--s250203607,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5070 Ti AERO OC 16G,GV-N507TAERO OC-16GD,GeForce RTX 5070Ti,16GB  GDDR7 ( 28Gbps / 256-bit ),AERO,,PCI-E 5.0,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,,340 x 140 x 70 mm,,,,16.0,750.0,high
vga_146,VGA,Card màn hình GIGABYTE GeForce RTX 5070 Ti GAMING OC 16G 16GB GDDR7 (GV-N507TGAMING OC-16GD),35490000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5070-ti-gaming-oc-16g--s250203609,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5070 Ti GAMING OC 16G,GV-N507TGAMING OC-16GD,GeForce RTX 5070Ti,16GB  GDDR7 ( 28Gbps / 256-bit ),GAMING,,PCI-E 5.0,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,,340 x 140 x 70 mm,,,,16.0,750.0,high
vga_147,VGA,Card màn hình GIGABYTE GeForce RTX 5070 Ti EAGLE OC SFF 16G 16GB GDDR7 (GV-N507TEAGLE OC-16GD),33990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5070-ti-eagle-oc-sff-16g--s250203610,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5070 Ti EAGLE OC SFF 16G,GV-N507TEAGLE OC-16GD,GeForce RTX 5070Ti,16GB  GDDR7 ( 28Gbps / 256-bit ),EAGLE,,PCI-E 5.0,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,,304 x 126 x 50 mm,,,,16.0,750.0,high
vga_148,VGA,Card màn hình MSI RTX 5070 Ti 16G VANGUARD SOC LAUNCH EDITION 16GB GDDR7,33490000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5070-ti-16g-vanguard-soc-launch-edition--s250203394,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 Ti 16G VANGUARD SOC LAUNCH EDITION,,GeForce RTX 5070Ti,16GB  GDDR7 ( 28 Gbps / 256-bit ),,- Extreme Performance: 2602 MHz (MSI Center) - Boost: 2588 MHz (GAMING & SILENT Mode),PCI-E 5.0,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,300W,không hỗ trợ,357 x 151 x 66 mm,RGB,,,16.0,300.0,high
vga_149,VGA,Card màn hình MSI RTX 5070 Ti 16G GAMING TRIO OC PLUS 16GB GDDR7,32690000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5070-ti-16g-gaming-trio-oc-plus--s250203397,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 Ti 16G GAMING TRIO OC PLUS,,GeForce RTX 5070Ti,16GB  GDDR7 ( 28 Gbps / 256-bit ),TRIO,- Extreme Performance: 2580 MHz (MSI Center) - - Boost: 2572 MHz (GAMING & SILENT Mode),PCI-E 5.0,8960  CUDA cores,"1 x HDMI , 3 x DisplayPort",Tản nhiệt 3 quạt,1 x 16-pin,750W,không hỗ trợ,338 x 140 x 50 mm,RGB,,,16.0,750.0,high
vga_150,VGA,Card màn hình MSI RTX 5080 16G VENTUS 3X OC 16GB GDDR7,41990000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5080-16g-ventus-3x-oc--s250203148,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5080 16G VENTUS 3X OC,,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),VENTUS,Extreme Performance: 2655 MHz (MSI Center) -  Boost: 2640 MHz,PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,850W,không hỗ trợ,303 x 121 x 49 mm,,,,16.0,850.0,high
vga_151,VGA,Card màn hình GIGABYTE RTX 5080 WINDFORCE OC SFF 16G 16GB GDDR7 (GV-N5080WF3OC-16GD),42490000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5080-windforce-oc-sff-16g-gv-n5080wf3oc-16gd--s250200073,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5080 WINDFORCE OC SFF 16G,GV-N5080WF3OC-16GD,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),WindForce,2670 MHz (Reference: 2617 MHz),PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1a , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,850W,,30.4 x 12.6 x 5 cm,,,,16.0,850.0,high
vga_152,VGA,Card màn hình GIGABYTE GeForce RTX 5080 GAMING OC 16GB GDDR7,45990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5080-gaming-oc-16g-gv-n5080gaming-oc-16gd-1-0--s250116315,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5080 GAMING OC 16G,GV-N5080GAMING OC-16GD,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),GAMING,2730 MHz (Reference: 2617 MHz),PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1a",Tản nhiệt 3 quạt,1 x 16-pin,850W,không hỗ trợ,340 x 140 x 70 mm,Có,,,16.0,850.0,high
vga_153,VGA,Card màn hình GIGABYTE AORUS GeForce RTX™ 5080 MASTER 16GB GDDR7,49990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-aorus-geforce-rtx-5080-master-16g-gv-n5080aorus-m-16gd--s250116317,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,AORUS GeForce RTX 5080 MASTER 16G,GV-N5080AORUS M-16GD,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),AORUS,2805 MHz (Reference: 2617 MHz),PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1a",Tản nhiệt 3 quạt,1 x 16-pin,850W,không hỗ trợ,360 x 150 x 75 mm,RGB,,,16.0,850.0,high
vga_154,VGA,Card màn hình GIGABYTE AORUS GeForce RTX™ 5080 MASTER ICE 16GB GDDR7,49990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-aorus-geforce-rtx-5080-master-ice-16g-gv-n5080aorus-m-ice-16gd--s250116318,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,AORUS GeForce RTX 5080 MASTER ICE 16G,GV-N5080AORUS M ICE-16GD,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),AORUS,2805 MHz (Reference: 2617 MHz),PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,850W,không hỗ trợ,360 x 150 x 75 mm,RGB,,,16.0,850.0,high
vga_155,VGA,Card màn hình ASUS ROG Astral GeForce RTX 5080 16GB GDDR7 OC Edition,53990000,https://phongvu.vn/card-man-hinh-vga-asus-rog-astral-rtx5080-016g-gaming--s250116298,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,ROG- ASTRAL- RTX 5080-016G-GAMING,90YV0LV0-M0NA00,GeForce RTX 5080,16GB  GDDR7  256-bit ),Astral,30 Gbps,PCI-E 5.0,10752  CUDA cores,"2 x HDMI 2.1 , 3 x DisplayPort 2.1a",Tản nhiệt 3 quạt,1 x 16-pin,850W,,357.6 x 149.3 x 76 mm,ARGB,,,16.0,850.0,high
vga_156,VGA,Card màn hình ASUS Prime GeForce RTX™ 5080 OC Edition 16GB GDDR7,42990000,https://phongvu.vn/card-man-hinh-vga-asus-prime-rtx5080-016g--s250116299,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,PRIME GeForce RTX™ 5080 16GB GDDR7,90YV0LX0-M0NA00,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),Prime,,PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1a",Tản nhiệt 3 quạt,1 x 16-pin,850W,không hỗ trợ,306 x 126 x 50 mm,,,,16.0,850.0,high
vga_157,VGA,Card màn hình MSI GeForce RTX 5080 16G SUPRIM SOC,47590000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5080-16g-suprim-soc--s250116215,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5080 16G SUPRIM SOC,,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),SUPRIM,- Extreme Performance: 2760 MHz (MSI Center) - - Boost: 2745 MHz,PCI-E 5.0 x16,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,,không hỗ trợ,359 x 150 x 76 mm,,,,16.0,,high
vga_158,VGA,Card màn hình MSI GeForce RTX 5080 16G SUPRIM LIQUID SOC 16GB GDDR7,50990000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5080-16g-suprim-liquid-soc--s250116218,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5080 16G SUPRIM LIQUID SOC,G5080-16SLS,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),SUPRIM,- Extreme Performance: 2760 MHz (MSI Center) - - Boost: 2745 MHz,PCI-E 5.0 x16,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,,không hỗ trợ,280 x 148 x 51 mm,Không,,,16.0,,high
vga_159,VGA,Card màn hình MSI RTX 5080 16G VENTUS 3X OC PLUS 16GB GDDR7,44990000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5080-16g-ventus-3x-oc-plus--s250116220,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5080 16G VENTUS 3X OC PLUS,G5080-16V3CP,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),VENTUS,Extreme Performance: 2655 MHz (MSI Center) -  Boost: 2640 MHz,PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,850W,,303 x 121 x 49 mm,,,,16.0,850.0,high
vga_160,VGA,Card màn hình MSI GeForce RTX 5080 16G VANGUARD SOC LAUNCH EDITION 16GB GDDR7,46190000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5080-16g-vanguard-soc-launch-edition--s250116221,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5080 16G VANGUARD SOC LAUNCH EDITION,912-V531-032,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),,- Extreme Performance: 2745 MHz (MSI Center) - Boost: 2730 MHz (GAMING & SILENT Mode),PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,,không hỗ trợ,357 x 151 x 66 mm,RGB,,,16.0,,high
vga_161,VGA,Card màn hình ASUS Dual Radeon™ RX 6500 XT OC Edition 4GB GDDR6 (DUAL-RX6500XT-O4G-V2),4990000,https://phongvu.vn/card-man-hinh-vga-asus-dual-radeontm-rx-6500-xt-oc-edition-dual-rx6500xt-o4g-v2--s241203957,Asus,36 tháng,AMD,Radeon RX 6500 XT,Dual Radeon™ RX 6500 XT OC Edition,DUAL-RX6500XT-O4G-V2,Radeon RX 6500 XT,4GB  GDDR6 ( 18 Gbps / 64-bit ),DUAL,Game Clock: 2650 MHz -   OC mode: up to 2820 MHz,PCI-E 4.0,1024  Stream Processors,"1 x HDMI 2.1 , 1 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 6-pin,500W,không hỗ trợ,201 x 128 x 40 mm,,,,4.0,500.0,budget
vga_162,VGA,Card màn hình ASUS Dual GeForce RTX™ 4060 V2 OC Edition 8GB GDDR6 (DUAL-RTX4060-O8G-V2),8790000,https://phongvu.vn/card-man-hinh-vga-asus-dual-geforce-rtxtm-4060-v2-oc-edition-8gb-gddr6-dual-rtx4060-o8g-v2--s241101877,Asus,36 tháng,NVIDIA,GeForce RTX 40 series,Dual GeForce RTX™ 4060 V2 OC Edition,DUAL-RTX4060-O8G-V2,GeForce RTX 4060,8GB  GDDR6 ( 17 Gbps / 128-bit ),DUAL,- OC mode : 2535 MHz - Default mode : 2505 MHz (Boost),PCI-E 4.0,3072  CUDA cores,"1 x HDMI , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 8-pin,550W,không hỗ trợ,202.2 x 120.3 x 40.1 mm,,,,8.0,550.0,mid
vga_163,VGA,Card Màn Hình Colorful GeForce RTX 4060 NB EX 8GB-V,8690000,https://phongvu.vn/card-man-hinh-colorful-geforce-rtx-4060-nb-ex-8gb-v--s241003118,Colorful,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4060 NB EX 8GB-V,,GeForce RTX 4060,8GB  GDDR6 ( 17Gbps / 128-bit ),,Base: 1830Mhz; Boost: 2460Mhz,,3072  CUDA cores,"1 x HDMI , 3 x DisplayPort",Tản nhiệt 3 quạt,1 x 8-pin,450W,không hỗ trợ,325 x 134 x 51 mm,,"NVIDA DLSS, NVIDIA G-SYNC, 3rd Gen Ray Tracing Cores",,8.0,450.0,mid
vga_164,VGA,Card Màn Hình Colorful GT1030 2G V3-V,1849000,https://phongvu.vn/card-man-hinh-colorful-gt1030-2g-v3-v--s241003106,Colorful,36 tháng,NVIDIA,GeForce GT 10 series,GT1030 2G V3-V,,GeForce GT 1030,2GB  GDDR5 ( 6000Mhz / 64-bit ),,1228Mhz,,384  CUDA cores,"1 x HDMI , 1 x VGA/D-sub",Tản nhiệt 1 quạt,,300W,không hỗ trợ,305 x 205 x 70 mm,,,,2.0,300.0,budget
vga_165,VGA,Card Màn Hình Colorful iGame GeForce RTX 3060 Ultra W OC 12G L-V,8390000,https://phongvu.vn/card-man-hinh-colorful-igame-geforce-rtx-3060-ultra-w-oc-12g-l-v--s241003107,Colorful,36 tháng,NVIDIA,GeForce RTX 30 series,iGame GeForce RTX 3060 Ultra W OC 12G L-V,,GeForce RTX 3060,12GB  GDDR6 ( 15Gbps / 192-bit ),,- Core Clock Base:1320Mhz; Boost:1777Mhz - - One-Key OC	Base:1320Mhz; Boost:1822Mhz,,3584  CUDA cores,"1 x HDMI , 3 x DisplayPort",Tản nhiệt 3 quạt,2 x 8-pin,550W,không hỗ trợ,310 x 131.5 x 56mm,RGB,"NVIDIA DLSS, NVIDIA G-SYNC, 2nd Gen Ray Tracing Cores",,12.0,550.0,mid
vga_166,VGA,Card màn hình Leadtek RTX 2000 Ada 16GB GDDR6,23990000,https://phongvu.vn/card-man-hinh-nvidia-rtx-2000-ada--s240903872,Leadtek,36 tháng,NVIDIA,,RTX 2000 Ada,,RTX 2000,16GB  GDDR6 ( 224 GB/s / 128-bit ),,,PCI-E 4.0 x 8,2816  CUDA cores,4 x DisplayPort 1.4,Tản nhiệt 1 quạt,,70W,không hỗ trợ,,,,,16.0,70.0,budget
vga_167,VGA,Card màn hình ASUS Dual GeForce RTX™ 4060 Ti OC EVO 16GB GDDR6,14690000,https://phongvu.vn/card-man-hinh-vga-asus-dual-rtx4060ti-o16g-evo--s240901768,Asus,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4060 Ti EVO OC,90YV0JH8-M0NA00,GeForce RTX 4060Ti,16GB  GDDR6 ( 18 Gbps / 128-bit ),DUAL,OC mode : 2625 MHz; Default mode : 2595 MHz (Boost),PCI-E 4.0,4352  CUDA cores,"1 x HDMI , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 8-pin,650W,,227.2 x 123.24 x 49.6 mm,,,,16.0,650.0,mid-high
vga_168,VGA,Card màn hình ASUS TUF Gaming RTX 4070 Ti SUPER 16GB GDDR6X OC Edition,25749000,https://phongvu.vn/card-man-hinh-vga-asus-tuf-rtx4070tis-o16g-gaming--s240901770,Asus,36 tháng,NVIDIA,GeForce RTX 40 series,TUF-RTX4070TIS-O16G-GAMING,90YV0KF0-M0NA00,GeForce RTX 4070Ti Super,16GB  GDDR6X ( 21 Gbps / 256-bit ),TUF,OC mode : 2670 MHz; Default mode : 2640 MHz (boost),PCI-E 4.0,8448  CUDA cores,"2 x HDMI , 3 x DisplayPort 1.4",Tản nhiệt 3 quạt,1 x 16-pin,750W,,305 x 138 x 65 mm,ARGB,,,16.0,750.0,high
vga_169,VGA,Card màn hình Gigabyte AORUS GeForce RTX™ 4080 SUPER MASTER 16G,39990000,https://phongvu.vn/card-man-hinh-gigabyte-aorus-geforce-rtx-4080-super-master-16g--s240802297,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4080 SUPER MASTER 16G,GV-N408SAORUS M-16GD,GeForce RTX 4080 Super,16GB  GDDR6X ( 23 Gbps / 256-bit ),AORUS,2625 MHz (Reference card: 2550 MHz),PCI-E 4.0,10240  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",,1 x 16-pin,,không hỗ trợ,357 x 163 x 75 mm,RGB,,,16.0,,high
vga_170,VGA,Card màn hình GIGABYTE GeForce RTX 3050 WINDFORCE OC 6G 6GB GDDR6 (GV-N3050WF2OC-6GD),4590000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-3050-windforce-oc-6ggv-n3050wf2oc-6gd--s240703191,Gigabyte,36 tháng,NVIDIA,GeForce RTX 30 series,GeForce RTX 3050 WINDFORCE OC 6G,GV-N3050WF2OC-6GD,GeForce RTX 3050,6GB  GDDR6 ( 14000 MHz / 96-bit ),,1477 MHz (Reference Card: 1470 MHz),PCI-E 4.0 x16,2304  CUDA cores,"2 x HDMI 2.1 , 2 x DisplayPort 1.4",Tản nhiệt 2 quạt,,300W,,19.1 x 11.1 x 3.6 cm,,,,6.0,300.0,mid
vga_171,VGA,Card màn hình ASUS RTX 4060 Dual White OC Edition 8GB GDDR6,8890000,https://phongvu.vn/card-man-hinh-vga-asus-dual-rtx4060-o8g-white--s240700611,Asus,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4060 White OC Edition 8GB GDDR6,DUAL-RTX4060-O8G-WHITE,GeForce RTX 4060,8GB  GDDR6 ( 17 Gbps / 128-bit ),DUAL,- OC mode : 2535 MHz - Default mode : 2505 MHz (Boost),PCI-E 4.0,3072  CUDA cores,"2 x hdmi 2.1a , 3 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 8-pin,550W,không hỗ trợ,227.2 x 123.24 x 49.6 mm,,,,8.0,550.0,mid
vga_172,VGA,Card màn hình NVIDIA Nvidia QUADRO RTX 5000 ADA 32GB GDDR6,145000000,https://phongvu.vn/card-man-hinh-vga-nvidia-quadro-rtx-5000-ada-32gb--s240503710,Leadtek,36 tháng,NVIDIA,Quadro,Nvidia QUADRO RTX 5000 ADA,,Quadro RTX 5000,32GB  GDDR6 ( 576 GB/s / 256-bit ),,,PCI-E 4.0 x16,12800  CUDA cores,,Tản nhiệt 1 quạt,1 x 6-pin,250W,không hỗ trợ,,,,,32.0,250.0,budget
vga_173,VGA,Card màn hình Gigabyte GeForce RTX 4060 Ti GAMING OC 16G 16GB GDDR6 (GV-N406TGAMING OC-16GD),14790000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-4060-ti-gaming-oc-16g-gv-n406tgaming-oc-16gd--s240302273,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,GeForce RTX 4060 Ti GAMING OC 16G,GV-N406TGAMING OC-16GD,GeForce RTX 4060Ti,16GB  GDDR6 ( 18 Gbps / 128-bit ),GAMING,2695 MHz (Reference Card: 2535 MHz),PCI-E 4.0,4352  CUDA cores,"2 x hdmi 2.1a , 2 x DisplayPort 1.4a",,1 x 8-pin,500W,,281 x 117 x 53 mm,RGB,,,16.0,500.0,mid-high
vga_174,VGA,Card màn hình Gigabyte RTX 4080 SUPER AERO OC 16G 16GB GDDR6X,36990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-4080-super-aero-oc-16g-gv-n408saero-oc-16gd--s240103581,Gigabyte,36 tháng,NVIDIA,GeForce RTX 40 series,RTX 4080 SUPER AERO OC 16G,GV-N408SAERO OC-16GD,GeForce RTX 4080 Super,16GB  GDDR6X ( 23 Gbps / 256-bit ),AERO,2595 MHz (Reference card: 2550 MHz),PCI-E 4.0,10240  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 1.4a",Tản nhiệt 3 quạt,1 x 16-pin,850W,không hỗ trợ,342 x 150 x 75 mm,Không,,,16.0,850.0,high
